support,itemsets
0.015756529246708395,frozenset({'WASHROOM METAL SIGN'})
0.014299589898553853,"frozenset({'KEY FOB , SHED'})"
0.013867904165767322,frozenset({'ROBOT BIRTHDAY CARD'})
0.013490179149579106,"frozenset({'FANCY FONT BIRTHDAY CARD, '})"
0.013058493416792575,frozenset({'SWALLOWS GREETING CARD'})
0.012626807684006043,"frozenset({'KEY FOB , BACK DOOR '})"
0.011061946902654867,frozenset({'VINTAGE UNION JACK MEMOBOARD'})
0.017699115044247787,frozenset({'REGENCY TEA PLATE ROSES '})
0.014569393481545435,frozenset({'REGENCY TEA PLATE GREEN '})
0.01419166846535722,frozenset({'SET 6 PAPER TABLE LANTERN HEARTS '})
0.019371897258795595,frozenset({'BEWARE OF THE CAT METAL SIGN '})
0.01748327217785452,frozenset({'ASSORTED COLOURS SILK FAN'})
0.01737535074465789,frozenset({'ALARM CLOCK BAKELIKE CHOCOLATE'})
0.01715950787826462,frozenset({'PACK OF 12 TRADITIONAL CRAYONS'})
0.014461472048348802,frozenset({'VINTAGE SNAKES & LADDERS'})
0.014137707748758903,frozenset({'TEA PARTY BIRTHDAY CARD'})
0.013382257716382474,frozenset({'CLASSIC GLASS COOKIE JAR'})
0.01284265055039931,frozenset({'WHITE METAL LANTERN'})
0.012518886250809411,frozenset({'WOODEN HAPPY BIRTHDAY GARLAND'})
0.011979279084826246,frozenset({'DELUXE SEWING KIT '})
0.011817396935031298,frozenset({'BOX OF VINTAGE JIGSAW BLOCKS '})
0.011601554068638031,frozenset({'BLUE POLKADOT WRAP'})
0.011547593352039715,frozenset({'CARD CIRCUS PARADE'})
0.0114936326354414,frozenset({'PINK POLKADOT WRAP '})
0.01025253615368012,frozenset({'MONSTERS STENCIL CRAFT'})
0.029030865529894236,frozenset({'LUNCH BAG VINTAGE DOILY '})
0.028761061946902654,frozenset({'PACK OF 20 NAPKINS PANTRY DESIGN'})
0.02746600474854306,frozenset({'WOOD 2 DRAWER CABINET WHITE FINISH'})
0.021098640189941724,frozenset({'IVORY DINER WALL CLOCK'})
0.010306496870278438,frozenset({'GIN & TONIC DIET GREETING CARD '})
0.018940211526009065,frozenset({'SET OF 10 LED DOLLY LIGHTS'})
0.01494711849773365,frozenset({'RED RETROSPOT CUP'})
0.014407511331750486,frozenset({'RETROSPOT PARTY BAG + STICKER SET'})
0.013166414849989207,frozenset({'PICTURE DOMINOES'})
0.011979279084826246,frozenset({'RED RETROSPOT PLATE '})
0.011601554068638031,frozenset({'BLUE POLKADOT CUP'})
0.0114936326354414,frozenset({'CARD DOLLY GIRL '})
0.010846104036261602,frozenset({'PINK  POLKADOT CUP'})
0.030865529894236996,frozenset({'HAND WARMER OWL DESIGN'})
0.023796676019857545,frozenset({'HAND WARMER UNION JACK'})
0.01721346859486294,frozenset({'KNITTED UNION FLAG HOT WATER BOTTLE'})
0.01721346859486294,frozenset({'SET/3 RED GINGHAM ROSE STORAGE BOX'})
0.01343621843298079,frozenset({'BREAD BIN DINER STYLE RED '})
0.027735808331534644,frozenset({'HOT WATER BOTTLE TEA AND SYMPATHY'})
0.01300453270019426,frozenset({'CREAM CUPID HEARTS COAT HANGER'})
0.03448089790632419,frozenset({'CLOTHES PEGS RETROSPOT PACK 24 '})
0.028113533347722857,frozenset({'PLASTERS IN TIN CIRCUS PARADE '})
0.025739261817396934,frozenset({'JUMBO BAG SPACEBOY DESIGN'})
0.017105547161666308,frozenset({'JUMBO BAG DOLLY GIRL DESIGN'})
0.01688970429527304,frozenset({'PACK OF 20 NAPKINS RED APPLES'})
0.014137707748758903,frozenset({'RED RETROSPOT OVEN GLOVE '})
0.013813943449169004,frozenset({'CIRCUS PARADE LUNCH BOX '})
0.01300453270019426,"frozenset({'SET 3 RETROSPOT TEA,COFFEE,SUGAR'})"
0.01284265055039931,frozenset({'SET OF 2 TEA TOWELS APPLE AND PEARS'})
0.010954025469458234,frozenset({'RED SPOTTY BISCUIT TIN'})
0.012626807684006043,frozenset({'CHRISTMAS STAR WISH LIST CHALKBOARD'})
0.013975825598963954,frozenset({'PACK OF 12 SUKI TISSUES '})
0.012410964817612778,frozenset({'FANCY FONTS BIRTHDAY WRAP'})
0.010468379020073387,frozenset({'GIN AND TONIC MUG'})
0.012464925534211094,frozenset({'BOX OF VINTAGE ALPHABET BLOCKS'})
0.01661990071228146,frozenset({'DOUGHNUT LIP GLOSS '})
0.013867904165767322,frozenset({'PICNIC BASKET WICKER LARGE'})
0.011061946902654867,frozenset({'GAOLERS KEYS DECORATIVE GARDEN '})
0.02293330455428448,frozenset({'CHARLOTTE BAG APPLES DESIGN'})
0.020774875890351825,frozenset({'JUMBO BAG VINTAGE CHRISTMAS '})
0.017429311461256206,frozenset({'CHARLOTTE BAG VINTAGE ALPHABET '})
0.02568530110079862,frozenset({'ZINC METAL HEART DECORATION'})
0.018184761493632635,frozenset({'METAL 4 HOOK HANGER FRENCH CHATEAU'})
0.020181308007770342,frozenset({'AREA PATROLLED METAL SIGN'})
0.015756529246708395,frozenset({'TRAVEL CARD WALLET VINTAGE TICKET'})
0.013706022015972373,frozenset({'TEA BAG PLATE RED RETROSPOT'})
0.011061946902654867,frozenset({'TRAVEL CARD WALLET TRANSPORT'})
0.01672782214547809,"frozenset({""GIANT 50'S CHRISTMAS CRACKER""})"
0.01025253615368012,frozenset({'PLAYING CARDS JUBILEE UNION JACK'})
0.010036693287286855,frozenset({'ABC TREASURE BOOK BOX '})
0.010900064752859918,frozenset({'MAGIC DRAWING SLATE SPACEBOY '})
0.01192531836822793,frozenset({'RECYCLED ACAPULCO MAT TURQUOISE'})
0.03323980142456292,frozenset({'DOLLY GIRL LUNCH BOX'})
0.022447658104899633,frozenset({'SET OF 20 KIDS COOKIE CUTTERS'})
0.019102093675804014,frozenset({'60 CAKE CASES DOLLY GIRL DESIGN'})
0.013058493416792575,frozenset({'10 COLOUR SPACEBOY PEN'})
0.011115907619253183,frozenset({'SPACEBOY GIFT WRAP'})
0.010630261169868337,frozenset({'JINGLE BELL HEART ANTIQUE SILVER'})
0.016080293546298294,frozenset({'RED RETROSPOT BOWL'})
0.012950571983595942,frozenset({'SET OF 36 TEATIME PAPER DOILIES'})
0.02536153680120872,frozenset({'JUMBO BAG PEARS'})
0.01732139002805957,frozenset({'CHRISTMAS CRAFT WHITE FAIRY '})
0.01494711849773365,frozenset({'ENGLISH ROSE HOT WATER BOTTLE'})
0.012626807684006043,frozenset({'GIRAFFE WOODEN RULER'})
0.012141161234621195,frozenset({'RIBBON REEL HEARTS DESIGN '})
0.01192531836822793,frozenset({'ENGLISH ROSE NOTEBOOK A7 SIZE'})
0.010846104036261602,frozenset({'SET/20 STRAWBERRY PAPER NAPKINS '})
0.010090654003885171,frozenset({'KNEELING MAT HOUSEWORK  DESIGN'})
0.013813943449169004,frozenset({'BLACK/BLUE POLKADOT UMBRELLA'})
0.028545219080509387,frozenset({'COLOUR GLASS T-LIGHT HOLDER HANGING'})
0.012626807684006043,frozenset({'12 PENCILS TALL TUBE RED RETROSPOT'})
0.011871357651629614,frozenset({'KITCHEN METAL SIGN'})
0.011601554068638031,frozenset({'12 PENCILS TALL TUBE SKULLS'})
0.021638247355924886,frozenset({'FELTCRAFT PRINCESS CHARLOTTE DOLL'})
0.01586445067990503,frozenset({'FELTCRAFT CUSHION BUTTERFLY'})
0.015810489963306713,frozenset({'FELTCRAFT DOLL MOLLY'})
0.013813943449169004,frozenset({'FELTCRAFT DOLL ROSIE'})
0.012464925534211094,frozenset({'FELTCRAFT DOLL EMILY'})
0.010360457586876754,frozenset({'FAIRY CAKE FLANNEL ASSORTED COLOUR'})
0.016565939995683142,frozenset({'SET OF 72 PINK HEART PAPER DOILIES'})
0.015918411396503344,frozenset({'TRADITIONAL WOODEN CATCH CUP GAME '})
0.013652061299374055,frozenset({'6 GIFT TAGS VINTAGE CHRISTMAS '})
0.010090654003885171,frozenset({'12 MESSAGE CARDS WITH ENVELOPES'})
0.017591193611051156,frozenset({'ENAMEL BREAD BIN CREAM'})
0.014569393481545435,frozenset({'HEART IVORY TRELLIS LARGE'})
0.01268076840060436,frozenset({'SET OF 6 HERB TINS SKETCHBOOK'})
0.012033239801424563,frozenset({'BLUE POLKADOT BOWL'})
0.011223829052449816,frozenset({'TRIPLE PHOTO FRAME CORNICE '})
0.01359810058277574,frozenset({'DOORMAT WELCOME PUPPIES'})
0.010954025469458234,frozenset({'CHILDS BREAKFAST SET SPACEBOY '})
0.021854090222318153,frozenset({'DOORMAT SPOTTY HOME SWEET HOME'})
0.014569393481545435,frozenset({'SET OF 3 HANGING OWLS OLLIE BEAK'})
0.013328296999784156,frozenset({'SMALL HEART MEASURING SPOONS'})
0.03307791927476797,frozenset({'ALARM CLOCK BAKELIKE PINK'})
0.03075760846104036,frozenset({'GUMBALL COAT RACK'})
0.011871357651629614,frozenset({'PINK POLKADOT BOWL'})
0.011007986186056551,frozenset({'PINK BABY BUNTING'})
0.010144614720483489,frozenset({'CERAMIC CHERRY CAKE MONEY BANK'})
0.023796676019857545,frozenset({'RECIPE BOX RETROSPOT '})
0.015055039930930283,frozenset({'CERAMIC STRAWBERRY CAKE MONEY BANK'})
0.012572846967407727,frozenset({'CERAMIC HEART FAIRY CAKE MONEY BANK'})
0.02638679041657673,frozenset({'SET OF 20 VINTAGE CHRISTMAS NAPKINS'})
0.01721346859486294,frozenset({'SET OF 3 NOTEBOOKS IN PARCEL'})
0.013382257716382474,frozenset({'WRAP ENGLISH ROSE '})
0.011115907619253183,frozenset({'BROCADE RING PURSE '})
0.025577379667601985,frozenset({'HAND WARMER BIRD DESIGN'})
0.010144614720483489,frozenset({'ZINC WILLIE WINKIE  CANDLE STICK'})
0.01208720051802288,frozenset({'REGENCY TEA PLATE PINK'})
0.018238722210230953,frozenset({'BLUE DINER WALL CLOCK'})
0.011439671918843082,frozenset({'PHOTO FRAME 3 CLASSIC HANGING'})
0.01672782214547809,frozenset({'RED RETROSPOT SMALL MILK JUG'})
0.011709475501834665,frozenset({'RED GINGHAM ROSE JEWELLERY BOX'})
0.011223829052449816,frozenset({'CLASSIC CAFE SUGAR DISPENSER'})
0.02039715087416361,frozenset({'EDWARDIAN PARASOL NATURAL'})
0.014569393481545435,frozenset({'EDWARDIAN PARASOL RED'})
0.010900064752859918,frozenset({'3 TRADITIONAl BISCUIT CUTTERS  SET'})
0.01025253615368012,frozenset({'SILVER STARS TABLE DECORATION'})
0.01678178286207641,frozenset({'SET 2 PANTRY DESIGN TEA TOWELS'})
0.02099071875674509,frozenset({'SET OF 3 WOODEN HEART DECORATIONS'})
0.021746168789121518,frozenset({'SMALL POPCORN HOLDER'})
0.021260522339736673,frozenset({'SPACEBOY BIRTHDAY CARD'})
0.01964170084178718,frozenset({'BOX OF 24 COCKTAIL PARASOLS'})
0.018076840060436004,frozenset({'RED RETROSPOT WRAP '})
0.01602633282969998,frozenset({'SET 7 BABUSHKA NESTING BOXES'})
0.019695661558385494,frozenset({'RED RETROSPOT MINI CASES'})
0.013490179149579106,frozenset({'SINGLE ANTIQUE ROSE HOOK IVORY'})
0.012357004101014462,frozenset({'SET OF 36 PAISLEY FLOWER DOILIES'})
0.012249082667817828,frozenset({'CHOCOLATE BOX RIBBONS '})
0.011547593352039715,frozenset({'15CM CHRISTMAS GLASS BALL 20 LIGHTS'})
0.011385711202244766,frozenset({'TRIPLE HOOK ANTIQUE IVORY ROSE'})
0.01688970429527304,frozenset({'TEA TIME PARTY BUNTING'})
0.013166414849989207,frozenset({'JAZZ HEARTS PURSE NOTEBOOK'})
0.010738182603064968,frozenset({'WOOD STAMP SET THANK YOU'})
0.01921001510900065,frozenset({'DOORMAT ENGLISH ROSE '})
0.01672782214547809,frozenset({'RETROSPOT LARGE MILK JUG'})
0.020181308007770342,frozenset({'PANTRY MAGNETIC  SHOPPING LIST'})
0.019102093675804014,frozenset({'RED RETROSPOT PEG BAG'})
0.01796891862723937,frozenset({'RED STRIPE CERAMIC DRAWER KNOB'})
0.017537232894452838,frozenset({'SET/6 RED SPOTTY PAPER PLATES'})
0.01537880423052018,frozenset({'SET/6 RED SPOTTY PAPER CUPS'})
0.013652061299374055,frozenset({'FOUR HOOK  WHITE LOVEBIRDS'})
0.012896611266997626,frozenset({'RETROSPOT RED WASHING UP GLOVES'})
0.012734729117202677,frozenset({'DOORSTOP RETROSPOT HEART'})
0.011547593352039715,frozenset({'SET OF 4 JAM JAR MAGNETS'})
0.010090654003885171,frozenset({'SET OF 5 LUCKY CAT MAGNETS '})
0.013058493416792575,frozenset({'BATH BUILDING BLOCK WORD'})
0.018508525793222534,frozenset({'CHARLOTTE BAG DOLLY GIRL DESIGN'})
0.014893157781135334,frozenset({'PACK OF 60 MUSHROOM CAKE CASES'})
0.012950571983595942,frozenset({'BUNDLE OF 3 RETRO NOTE BOOKS'})
0.012626807684006043,frozenset({'VINTAGE DOILY JUMBO BAG RED '})
0.020451111590761926,frozenset({'WHITE WOOD GARDEN PLANT LADDER'})
0.015001079214331966,frozenset({'ANTIQUE SILVER TEA GLASS ENGRAVED'})
0.013112454133390891,frozenset({'BAG 125g SWIRLY MARBLES'})
0.011061946902654867,frozenset({'IVORY HANGING DECORATION  HEART'})
0.010630261169868337,frozenset({'BULL DOG BOTTLE OPENER'})
0.015432764947118498,frozenset({'FAMILY ALBUM WHITE PICTURE FRAME'})
0.01635009712928988,frozenset({'RED RETROSPOT UMBRELLA'})
0.013652061299374055,frozenset({'LAUNDRY 15C METAL SIGN'})
0.012303043384416144,frozenset({'MAGNETS PACK OF 4 SWALLOWS'})
0.011061946902654867,frozenset({'ROMANTIC PINKS RIBBONS '})
0.010576300453270019,frozenset({'SET 3 PAPER VINTAGE CHICK PAPER EGG'})
0.012141161234621195,frozenset({'PARISIENNE JEWELLERY DRAWER '})
0.01570256853011008,frozenset({'12 PENCILS SMALL TUBE SKULL'})
0.01327433628318584,frozenset({'ROLL WRAP VINTAGE SPOT '})
0.015756529246708395,frozenset({'RETROSPOT CHILDRENS APRON'})
0.024228361752644076,frozenset({'LOVE HOT WATER BOTTLE'})
0.01629613641269156,frozenset({'JUMBO BAG PAISLEY PARK'})
0.016080293546298294,frozenset({'LUNCH BAG PAISLEY PARK  '})
0.010630261169868337,frozenset({'POTTERING MUG'})
0.016997625728469676,frozenset({'ENAMEL MEASURING JUG CREAM'})
0.010144614720483489,frozenset({'HERB MARKER BASIL'})
0.021422404489531623,frozenset({'PINK FAIRY CAKE CHILDRENS APRON'})
0.012896611266997626,frozenset({'GROW A FLYTRAP OR SUNFLOWER IN TIN'})
0.019371897258795595,frozenset({'VINTAGE CHRISTMAS BUNTING'})
0.010036693287286855,frozenset({'3 DRAWER ANTIQUE WHITE WOOD CABINET'})
0.01635009712928988,frozenset({'NATURAL SLATE CHALKBOARD LARGE '})
0.011115907619253183,frozenset({'RED RETROSPOT SUGAR JAM BOWL'})
0.010468379020073387,frozenset({'SMALL RED BABUSHKA NOTEBOOK '})
0.019102093675804014,frozenset({'PACK OF 12 HEARTS DESIGN TISSUES '})
0.012518886250809411,frozenset({'POTTING SHED TEA MUG'})
0.01192531836822793,frozenset({'COLOUR GLASS. STAR T-LIGHT HOLDER'})
0.010522339736671703,frozenset({'SET OF 36 DOILIES PANTRY DESIGN'})
0.018778329376214115,frozenset({'CHRISTMAS CRAFT TREE TOP ANGEL'})
0.017860997194042737,frozenset({'GINGHAM HEART DECORATION'})
0.014893157781135334,frozenset({'WHITE SPOT BLUE CERAMIC DRAWER KNOB'})
0.01629613641269156,frozenset({'FELTCRAFT CHRISTMAS FAIRY'})
0.0114936326354414,frozenset({'SET OF 9 HEART SHAPED BALLOONS'})
0.01133175048564645,frozenset({'RETROSPOT CIGAR BOX MATCHES '})
0.011385711202244766,frozenset({'VINTAGE LEAF MAGNETIC NOTEPAD'})
0.01025253615368012,frozenset({'PACK OF 12 WOODLAND TISSUES '})
0.011061946902654867,frozenset({'FLORAL FOLK STATIONERY SET'})
0.011601554068638031,frozenset({'DECORATIVE WICKER HEART LARGE'})
0.012464925534211094,frozenset({'STRAWBERRY SHOPPER BAG'})
0.010306496870278438,frozenset({'HERB MARKER MINT'})
0.01025253615368012,frozenset({'HERB MARKER ROSEMARY'})
0.010090654003885171,frozenset({'HERB MARKER PARSLEY'})
0.010036693287286855,frozenset({'HERB MARKER THYME'})
0.02358083315346428,frozenset({'TRAVEL CARD WALLET KEEP CALM'})
0.011655514785236349,frozenset({'IVORY WICKER HEART MEDIUM'})
0.011655514785236349,frozenset({'TRADITIONAL NAUGHTS & CROSSES'})
0.01268076840060436,frozenset({'VINTAGE CREAM CAT FOOD CONTAINER'})
0.013490179149579106,frozenset({'SILVER HANGING T-LIGHT HOLDER'})
0.013490179149579106,frozenset({'PACK OF 12 RED RETROSPOT TISSUES '})
0.015432764947118498,frozenset({'SET 20 NAPKINS FAIRY CAKES DESIGN '})
0.015810489963306713,frozenset({'HOME SWEET HOME MUG'})
0.015216922080725233,frozenset({'SET 12 KIDS COLOUR  CHALK STICKS'})
0.011223829052449816,frozenset({'12 PENCILS TALL TUBE WOODLAND'})
0.01041441830347507,frozenset({'SMALL PURPLE BABUSHKA NOTEBOOK '})
0.010954025469458234,frozenset({'COWBOYS AND INDIANS BIRTHDAY CARD '})
0.010036693287286855,frozenset({'SET 12 KIDS  WHITE CHALK STICKS'})
0.013382257716382474,frozenset({'SET 12 RETRO WHITE CHALK STICKS'})
0.010522339736671703,frozenset({'DECORATIVE WICKER HEART MEDIUM'})
0.01176343621843298,frozenset({'COLOURING PENCILS BROWN TUBE'})
0.015594647096913447,frozenset({'BLUE SPOT CERAMIC DRAWER KNOB'})
0.015055039930930283,frozenset({'RED SPOT CERAMIC DRAWER KNOB'})
0.010090654003885171,frozenset({'ZINC HERB GARDEN CONTAINER'})
0.0147852363479387,frozenset({'SET OF 3 WOODEN STOCKING DECORATION'})
0.0114936326354414,frozenset({'BUBBLEGUM RING ASSORTED'})
0.011007986186056551,frozenset({'SUKI  SHOULDER BAG'})
0.010738182603064968,frozenset({'VINTAGE PAISLEY STATIONERY SET'})
0.01327433628318584,frozenset({'SET OF 3 WOODEN TREE DECORATIONS'})
0.012195121951219513,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'LUNCH BAG RED RETROSPOT'})"
0.02293330455428448,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT'})"
0.01661990071228146,"frozenset({'JAM MAKING SET PRINTED', 'JAM MAKING SET WITH JARS'})"
0.010900064752859918,"frozenset({'JAM MAKING SET PRINTED', 'SET OF 3 CAKE TINS PANTRY DESIGN '})"
0.013382257716382474,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'PACK OF 72 SKULL CAKE CASES'})"
0.010198575437081804,"frozenset({'PACK OF 72 SKULL CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})"
0.01268076840060436,"frozenset({'PINK CREAM FELT CRAFT TRINKET BOX ', 'PINK BLUE FELT CRAFT TRINKET BOX'})"
0.01327433628318584,"frozenset({'SET OF 12 FAIRY CAKE BAKING CASES', 'SET OF 12 MINI LOAF BAKING CASES'})"
0.013058493416792575,"frozenset({'JAM MAKING SET WITH JARS', 'SET OF 3 CAKE TINS PANTRY DESIGN '})"
0.01678178286207641,"frozenset({'BAKING SET SPACEBOY DESIGN', 'BAKING SET 9 PIECE RETROSPOT '})"
0.01025253615368012,"frozenset({'PACK OF 60 SPACEBOY CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})"
0.011439671918843082,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'PACK OF 60 SPACEBOY CAKE CASES'})"
0.013706022015972373,"frozenset({""POPPY'S PLAYHOUSE BEDROOM "", ""POPPY'S PLAYHOUSE KITCHEN""})"
0.011601554068638031,"frozenset({""POPPY'S PLAYHOUSE KITCHEN"", ""POPPY'S PLAYHOUSE LIVINGROOM ""})"
0.011061946902654867,"frozenset({""POPPY'S PLAYHOUSE BEDROOM "", ""POPPY'S PLAYHOUSE LIVINGROOM ""})"
0.010036693287286855,"frozenset({""POPPY'S PLAYHOUSE BEDROOM "", ""POPPY'S PLAYHOUSE KITCHEN"", ""POPPY'S PLAYHOUSE LIVINGROOM ""})"
0.010630261169868337,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'LUNCH BAG RED RETROSPOT'})"
0.024714008202028924,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})"
0.022717461687891214,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})"
0.021098640189941724,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE'})"
0.010036693287286855,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'LUNCH BAG CARS BLUE'})"
0.013813943449169004,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})"
0.014137707748758903,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})"
0.01268076840060436,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE'})"
0.012033239801424563,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE'})"
0.023041225987481113,"frozenset({'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})"
0.028221454780919492,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})"
0.025037772501618823,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})"
0.01980358299158213,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG PINK POLKADOT'})"
0.010684221886466653,"frozenset({'WHITE HANGING HEART T-LIGHT HOLDER', 'LUNCH BAG PINK POLKADOT'})"
0.01494711849773365,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})"
0.015055039930930283,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})"
0.014029786315562271,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})"
0.01041441830347507,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})"
0.01661990071228146,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})"
0.013544139866177423,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})"
0.012141161234621195,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG PINK POLKADOT'})"
0.011979279084826246,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG CARS BLUE', 'LUNCH BAG PINK POLKADOT'})"
0.010090654003885171,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})"
0.015648607813511763,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG PINK POLKADOT'})"
0.015648607813511763,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG CARS BLUE'})"
0.02099071875674509,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT'})"
0.01672782214547809,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG APPLE DESIGN'})"
0.019425857975393913,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG SUKI DESIGN '})"
0.017267429311461257,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG  BLACK SKULL.'})"
0.011979279084826246,"frozenset({'JUMBO BAG RED RETROSPOT', 'LUNCH BAG APPLE DESIGN'})"
0.010468379020073387,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG PINK POLKADOT'})"
0.010576300453270019,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT'})"
0.01176343621843298,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT', 'LUNCH BAG SUKI DESIGN '})"
0.011007986186056551,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG APPLE DESIGN', 'LUNCH BAG RED RETROSPOT'})"
0.010900064752859918,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG SUKI DESIGN '})"
0.015972372113101662,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG ALPHABET'})"
0.014137707748758903,"frozenset({'JUMBO BAG ALPHABET', 'JUMBO BAG VINTAGE LEAF'})"
0.010630261169868337,"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG ALPHABET'})"
0.01025253615368012,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG ALPHABET'})"
0.015972372113101662,"frozenset({'LUNCH BAG APPLE DESIGN', 'JUMBO BAG APPLES'})"
0.01494711849773365,"frozenset({'JUMBO BAG ALPHABET', 'JUMBO BAG APPLES'})"
0.010630261169868337,"frozenset({'LUNCH BAG RED RETROSPOT', 'JUMBO BAG APPLES'})"
0.018940211526009065,"frozenset({'JUMBO BAG RED RETROSPOT', 'JUMBO BAG APPLES'})"
0.015324843513921865,"frozenset({'JUMBO BAG VINTAGE LEAF', 'JUMBO BAG APPLES'})"
0.010468379020073387,"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG APPLES'})"
0.012033239801424563,"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG APPLES'})"
0.01661990071228146,"frozenset({'LUNCH BAG APPLE DESIGN', 'LUNCH BAG ALPHABET DESIGN'})"
0.012626807684006043,"frozenset({'LUNCH BAG ALPHABET DESIGN', 'LUNCH BAG CARS BLUE'})"
0.012464925534211094,"frozenset({'JUMBO BAG ALPHABET', 'LUNCH BAG ALPHABET DESIGN'})"
0.012141161234621195,"frozenset({'LUNCH BAG ALPHABET DESIGN', 'LUNCH BAG PINK POLKADOT'})"
0.013921864882365638,"frozenset({'LUNCH BAG RED RETROSPOT', 'LUNCH BAG ALPHABET DESIGN'})"
0.013220375566587525,"frozenset({'LUNCH BAG SPACEBOY DESIGN ', 'LUNCH BAG ALPHABET DESIGN'})"
0.013867904165767322,"frozenset({'LUNCH BAG ALPHABET DESIGN', 'LUNCH BAG SUKI DESIGN '})"
0.013166414849989207,"frozenset({'LUNCH BAG  BLACK SKULL.', 'LUNCH BAG ALPHABET DESIGN'})"
0.011007986186056551,"frozenset({'LUNCH BAG WOODLAND', 'LUNCH BAG ALPHABET DESIGN'})"
0.014407511331750486,"frozenset({'PACK OF 72 RETROSPOT CAKE CASES', 'PACK OF 60 DINOSAUR CAKE CASES'})"
0.012033239801424563,"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', '60 TEATIME FAIRY CAKE CASES'})"
0.010738182603064968,"frozenset({'PACK OF 60 DINOSAUR CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'})"
0.014677314914742067,"frozenset({'BLUE HARMONICA IN BOX ', 'RED  HARMONICA IN BOX '})"
0.01041441830347507,"frozenset({'LUNCH BAG DOILEY PATTERN ', 'LUNCH BAG APPLE DESIGN'})"
